NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,TARGET,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_REGISTRATION,DAYS_LAST_PHONE_CHANGE
Cash loans,M,Y,Working,Secondary / secondary special,0,0.5857790423480432,0.5585066276769286,-6745.0,-2675.0
Revolving loans,M,Y,Working,Secondary / secondary special,0,0.7617885103844596,0.7700870700124128,-7071.0,-2259.0
Cash loans,M,Y,Commercial associate,Higher education,0,0.5858904638091644,0.5352762504724826,-3488.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5018770199054567,0.5867400085415683,-3888.0,-1330.0
Revolving loans,F,N,Working,Higher education,0,0.6004854110826414,0.4471785780453068,-4078.0,-513.0
Cash loans,F,N,Working,Higher education,0,0.2905859990167692,0.5478104658520093,-10199.0,0.0
Cash loans,F,N,Working,Higher education,0,0.479212335451067,0.7380196196295241,-16021.0,-2576.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6563891894245834,0.5147465544741232,-826.0,-791.0
Revolving loans,F,Y,Working,Secondary / secondary special,0,0.7050933282515942,0.190705947811054,-10829.0,-1500.0
Cash loans,F,N,Commercial associate,Higher education,0,0.2878931860961439,0.3556387169923543,-885.0,-640.0
Cash loans,M,Y,Working,Higher education,0,0.7008194756187924,0.5971924268337128,-2473.0,-888.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5807880994848348,0.5064842396679806,-10927.0,-1180.0
Revolving loans,F,N,Pensioner,Secondary / secondary special,0,0.5855561731012029,0.5691487713619409,-6889.0,-658.0
Cash loans,F,N,State servant,Higher education,0,0.7477588903919915,0.5147465544741232,-7852.0,-845.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.3749041337014276,0.6023863442690867,-2379.0,-422.0
Cash loans,F,N,Commercial associate,Higher education,0,0.6213149669473919,0.633031641417419,-4027.0,-233.0
Cash loans,M,Y,Pensioner,Higher education,0,0.7056250565458154,0.7032033049040319,-2516.0,-1037.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.2364528443710574,0.5147465544741232,-11657.0,-501.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.0479868922452272,0.5147465544741232,-8130.0,0.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.5790940678996248,0.5147465544741232,-2494.0,0.0
Cash loans,F,N,Working,Higher education,0,0.695325697503528,0.633031641417419,-3794.0,-1536.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7454628806819251,0.7106743858828587,-4439.0,-837.0
Cash loans,F,N,Commercial associate,Higher education,0,0.6641538419585091,0.3791004853998145,-10827.0,-1071.0
Cash loans,M,N,Pensioner,Secondary / secondary special,0,0.4738884322608505,0.4740512892789932,-930.0,-2.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4768388336666753,0.1473459180275725,-1848.0,-1524.0
Revolving loans,F,N,Commercial associate,Higher education,0,0.6412538861132155,0.3927738606031339,-144.0,-2381.0
Cash loans,M,N,Commercial associate,Higher education,0,0.6576851539813418,0.2525986978339766,-3362.0,-472.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7299675038989837,0.5478104658520093,-12299.0,-409.0
Cash loans,F,N,Pensioner,Higher education,0,0.6413897004194443,0.5867400085415683,-2894.0,-903.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6061479550696669,0.5147465544741232,-2757.0,-719.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7461717645274807,0.7016957740576931,-11290.0,0.0
Cash loans,F,N,Commercial associate,Higher education,0,0.6534536193198112,0.5147465544741232,-2752.0,-418.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.1931768835627245,0.5147465544741232,-1393.0,-523.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.675484380605333,0.8016009030071296,-4622.0,-77.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7522851181355839,0.8633633824101478,-8318.0,-1454.0
Cash loans,F,Y,State servant,Higher education,0,0.7390160484547821,0.7016957740576931,-3922.0,-1.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6755227273357874,0.6058362647264226,-9473.0,-999.0
Revolving loans,F,N,State servant,Secondary / secondary special,0,0.6477969824016335,0.5147465544741232,-3775.0,-621.0
Cash loans,M,Y,Pensioner,Secondary / secondary special,0,0.597691255455742,0.5989262182569273,-11917.0,-603.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5817035778227267,0.5298898341969072,-2108.0,-1863.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.6284602082045604,0.3185955240537633,-4762.0,-1879.0
Cash loans,M,N,Working,Incomplete higher,0,0.4389260712724093,0.1986200451074864,-5246.0,-1098.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.6111223296870962,0.6754132910917112,-6033.0,-2133.0
Cash loans,F,Y,Working,Higher education,0,0.2985559118057282,0.4543210601605785,-2973.0,-391.0
Cash loans,F,N,Working,Higher education,0,0.6078016317401582,0.722392890081304,-3512.0,-2095.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4888512647063184,0.5147465544741232,-10535.0,0.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.4950818361252264,0.6397075677637197,-2990.0,-247.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.6132560982346944,0.6512602186973006,-4171.0,-595.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.7043607211825732,0.4848514754962666,-3331.0,-673.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.2858978721410488,0.5154953751603267,-9437.0,-280.0
Cash loans,M,N,Pensioner,Secondary / secondary special,0,0.6263899217283491,0.7136313997323308,-3528.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6316254863422041,0.5388627065779676,-4547.0,-779.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6696575438898269,0.2822484337007223,-1914.0,-374.0
Revolving loans,F,N,Working,Higher education,1,0.1835437056664066,0.4276573700350293,-924.0,-813.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.1727379904314556,0.5147465544741232,-6722.0,-42.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4910371349632102,0.4014074137749511,-7366.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5229794466523957,0.5147465544741232,-6303.0,-46.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4646518675412491,0.7662336700704004,-819.0,-1838.0
Cash loans,M,Y,Commercial associate,Higher education,0,0.4941197749921307,0.6430255641096323,-5381.0,-306.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6191980520254944,0.5147465544741232,-12554.0,-1843.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.0443533058725295,0.5147465544741232,-2269.0,-23.0
Cash loans,F,Y,Working,Higher education,0,0.6658442697128529,0.6910212267577837,-3211.0,-1461.0
Revolving loans,M,N,Working,Secondary / secondary special,0,0.2079861055689753,0.3217352821966848,-3534.0,0.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.1720640618884363,0.5147465544741232,-11851.0,0.0
Cash loans,M,Y,Working,Secondary / secondary special,1,0.3000004578441956,0.1841161559307151,-4745.0,-337.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6109612145579929,0.5147465544741232,-7686.0,-1684.0
Cash loans,F,N,Commercial associate,Incomplete higher,0,0.5856623056878202,0.3893387918468769,-2259.0,-181.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.1439130558166385,0.6144143775673561,-12375.0,-714.0
Cash loans,M,N,Working,Higher education,0,0.6538793646726128,0.41534714488434,-3095.0,-2543.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5791100581010701,0.6313545365850379,-9954.0,-1029.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.7215988567264591,0.4276573700350293,-1709.0,-1332.0
Cash loans,F,N,Working,Higher education,0,0.4397286442871981,0.3139166772114369,-510.0,-1713.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.2874853973103166,0.7407990879702335,-6854.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6715510652014458,0.7209441499436497,-6086.0,-1219.0
Cash loans,M,Y,Working,Higher education,0,0.4713049132772428,0.4992720153045617,-9002.0,-978.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.5735998538131012,0.2498850627504553,-1888.0,-162.0
Cash loans,F,N,Commercial associate,Incomplete higher,0,0.4555154157613151,0.4206109640437848,-5194.0,0.0
Cash loans,F,Y,Commercial associate,Higher education,1,0.6384571544954131,0.41534714488434,-5279.0,-1701.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.5856304667463865,0.8193176922872417,-1122.0,-1692.0
Cash loans,F,N,State servant,Higher education,0,0.5893930392392855,0.5082869913916046,-3560.0,-1995.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.5471391829014284,0.5147465544741232,-3818.0,-1912.0
Cash loans,M,Y,Pensioner,Higher education,0,0.641510405213088,0.5673792367572691,-2921.0,-348.0
Cash loans,F,N,Working,Higher education,0,0.4173532650261578,0.633031641417419,-11772.0,-733.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.2653117484731741,0.5147465544741232,-9601.0,0.0
Cash loans,F,N,Pensioner,Higher education,0,0.6019638880948592,0.6577838002083306,-4471.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.1692384666829681,0.3523399726917038,-3603.0,-486.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.6739870252648011,0.7016957740576931,-4487.0,0.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.5556151440876247,0.5147465544741232,-58.0,-1895.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7384716075025171,0.7194907850918436,-4274.0,-1274.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.0337594778271454,0.5424451438613613,-7881.0,-1048.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.6150697577299677,0.722392890081304,-1234.0,0.0
Cash loans,M,Y,Working,Higher education,0,0.6907107845008129,0.1082263226697141,-3096.0,-897.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.1788589553283273,0.6910212267577837,-9100.0,-1696.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.3937982179517937,0.3108182544189319,-1397.0,0.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.7286205424153536,0.7032033049040319,-5205.0,-1778.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.3405922960567361,0.5147465544741232,-2433.0,-290.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.0895842725877895,0.3474182272002641,-10974.0,0.0
Cash loans,F,N,Commercial associate,Higher education,0,0.1594680820514482,0.6512602186973006,-7095.0,-1737.0
Cash loans,F,N,Pensioner,Higher education,0,0.6907061129229015,0.0005272652387098,-2548.0,-808.0
Cash loans,M,Y,Working,Secondary / secondary special,1,0.1147112084043292,0.4884551844437485,-4188.0,-772.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.3229868855428948,0.7252764347002191,-1888.0,-2502.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6645098164050002,0.8050196619153701,-9028.0,-1702.0
Cash loans,F,Y,Working,Incomplete higher,0,0.3126425390159315,0.4276573700350293,-1318.0,-1197.0
Cash loans,M,Y,Working,Higher education,0,0.66409530774377,0.0850326148969535,-7164.0,-441.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.3907485535509121,0.5147465544741232,-6407.0,-492.0
Cash loans,F,N,Commercial associate,Higher education,0,0.4302430232618937,0.6127042441012546,-1482.0,-1566.0
Cash loans,F,N,Commercial associate,Higher education,0,0.2075973361987154,0.2327247762679433,-7267.0,-413.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.7223626051292398,0.5147465544741232,-2802.0,-1896.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.5867337974838905,0.25533177083329,-9463.0,-750.0
Cash loans,F,Y,Commercial associate,Higher education,0,0.6606525233849373,0.5147465544741232,-1013.0,-2.0
Revolving loans,F,N,Commercial associate,Higher education,1,0.3285680295441021,0.6738300778602003,-5211.0,0.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.3657362140084791,0.5147465544741232,-4441.0,-499.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.3962073143670647,0.5884877883422673,-9202.0,-526.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.4565949238702656,0.0527525967206478,-3822.0,-753.0
Cash loans,F,Y,Working,Higher education,0,0.6972817395916291,0.6722428897082422,-5947.0,-2187.0
Cash loans,M,N,Commercial associate,Higher education,0,0.5690261323196691,0.4507472818545589,-1108.0,-36.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.3824000497913875,0.633031641417419,-111.0,0.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6343738009908092,0.4830501881366946,-5469.0,-1512.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.3504024693648189,0.5147465544741232,-491.0,0.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.7736719536471743,0.2405414172860865,-8712.0,-1234.0
Cash loans,M,Y,Working,Secondary / secondary special,1,0.190910356523537,0.3606125659189888,-503.0,0.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6609466119568687,0.1428725230413196,-3017.0,-1607.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5506694843376067,0.6528965519806539,-9162.0,-1592.0
Cash loans,M,Y,Commercial associate,Higher education,0,0.4756170177759864,0.7958031328748403,-384.0,0.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5369779294243079,0.2707073872651806,-8578.0,-48.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.2326837206956363,0.7688075728291359,-3288.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.7417649349843696,0.3474182272002641,-2652.0,-1517.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.6531762576149814,0.5147465544741232,-7127.0,-1603.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.3261556447860604,0.7016957740576931,-3243.0,0.0
Cash loans,F,N,Commercial associate,Incomplete higher,0,0.6201875452196697,0.5064842396679806,-1019.0,-2468.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,1,0.5641126348339954,0.237916079507114,-8917.0,-1057.0
Cash loans,M,N,Pensioner,Secondary / secondary special,0,0.7441827757208165,0.6263042766749393,-2982.0,-2.0
Cash loans,M,Y,State servant,Secondary / secondary special,0,0.3759039801494201,0.7281412993111438,-2392.0,-924.0
Cash loans,F,N,Pensioner,Higher education,0,0.6649971491683929,0.7490217048463391,-8496.0,-2269.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.7070493215359145,0.3185955240537633,-11665.0,-1586.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.5801224313908009,0.5147465544741232,-4529.0,-1634.0
Cash loans,M,Y,Commercial associate,Higher education,0,0.7464119086004227,0.5147465544741232,-8300.0,-1857.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.7421166319521791,0.5352762504724826,-2787.0,-2056.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.6673654205952241,0.6658549219640212,-4370.0,-2411.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.3859438898470895,0.6594055320683344,-8300.0,-566.0
Revolving loans,M,N,Working,Secondary / secondary special,0,0.0995972033381464,0.4489622731076524,-1520.0,-921.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,1,0.0221982638966717,0.6577838002083306,-7301.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6966813483122729,0.1446481462546413,-1335.0,-735.0
Revolving loans,M,N,Working,Secondary / secondary special,1,0.4224347650927263,0.5154953751603267,-4577.0,-199.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.1924043839392553,0.133429254467317,-5689.0,0.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.6651919838861745,0.2866524828090694,-957.0,-2293.0
Revolving loans,F,N,Commercial associate,Secondary / secondary special,0,0.5190557144006112,0.4258928980051529,-4531.0,-683.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.6512765195475121,0.2032521136204725,-1213.0,-644.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.5556907324147555,0.5602843280409464,-2161.0,0.0
Revolving loans,M,N,Working,Secondary / secondary special,0,0.5098082358500867,0.622922000268356,-5125.0,-313.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6672731813667676,0.6706517530862718,-537.0,-1539.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.61963623157403,0.5691487713619409,-259.0,-3324.0
Cash loans,M,Y,Commercial associate,Higher education,1,0.6191155494312557,0.7801436381572275,-1600.0,-591.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.5989630795140315,0.5814837058057234,-3659.0,-345.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.7796308500154442,0.5460231970049609,-9021.0,-1747.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5501283493108127,0.8327850252992314,-10627.0,-722.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6722211592108376,0.5147465544741232,-4258.0,-670.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.2259709495855852,0.3606125659189888,-4983.0,-269.0
Cash loans,M,N,Working,Lower secondary,0,0.6294043329655497,0.520897599048938,-1109.0,-1070.0
Cash loans,F,N,Working,Higher education,0,0.3540246695119468,0.5954562029091491,-411.0,-1222.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7454504324931056,0.2405414172860865,-14705.0,-1462.0
Cash loans,F,N,Working,Higher education,0,0.721238482301187,0.5147465544741232,-6087.0,0.0
Cash loans,F,N,Commercial associate,Higher education,0,0.6331658115942442,0.5147465544741232,-583.0,-461.0
Cash loans,M,Y,Working,Higher education,0,0.4644941234870968,0.6940926425266661,-7352.0,-521.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.3204720850958916,0.3842068130556564,-1787.0,-1786.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.5055122909528535,0.5147465544741232,-4732.0,-1506.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.5033913067967315,0.5147465544741232,-8737.0,-460.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6126802496635984,0.2238313174701554,-4200.0,-1111.0
Revolving loans,F,N,Working,Secondary / secondary special,0,0.3180862380909953,0.3312508645909018,-2665.0,-269.0
Revolving loans,F,N,Commercial associate,Higher education,0,0.5695944878751288,0.3859146722745145,-1583.0,-2357.0
Cash loans,F,N,Pensioner,Higher education,0,0.7148858446358459,0.5388627065779676,-5235.0,-337.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6375480768135966,0.5147465544741232,-1761.0,-1251.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.0382074958500309,0.4902575124990026,-899.0,0.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.4086010895292237,0.6722428897082422,-7827.0,-2636.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.7330683095694677,0.3077366963789207,-1336.0,-1503.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.4387537481170185,0.2985949897873972,-3612.0,-887.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.0715315398571608,0.3825018041447388,-2888.0,0.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5339209877401234,0.158554899794863,-718.0,-260.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6401715948296864,0.5100895276257282,-7674.0,0.0
Cash loans,M,Y,Working,Secondary / secondary special,1,0.2987299625086485,0.5147465544741232,-11213.0,-2425.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6677342491831465,0.5172965813614878,-4505.0,-1540.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.6623565054545753,0.5147465544741232,-5721.0,-264.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.1464340542215566,0.5147465544741232,-12158.0,-1845.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.5568728121439898,0.5849900404894085,-4616.0,0.0
Cash loans,M,Y,Pensioner,Secondary / secondary special,1,0.3323030565870269,0.22009464485041,-1443.0,-308.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.6762125654413181,0.6479768603302221,-6964.0,-91.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6111431169687211,0.5147465544741232,-2959.0,0.0
Cash loans,F,N,Commercial associate,Higher education,0,0.6652455535661644,0.2594676548211199,-3501.0,-628.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5522272788985167,0.4992720153045617,-9815.0,-1.0
Cash loans,F,Y,Commercial associate,Higher education,0,0.1022278907949018,0.6178261467332483,-3944.0,-102.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.214821110175266,0.5495965024956946,-10060.0,-21.0
Cash loans,F,Y,Working,Incomplete higher,0,0.684042919178808,0.3328505641648731,-6614.0,-783.0
Cash loans,F,Y,State servant,Secondary / secondary special,0,0.3582768412826605,0.5136937663039473,-3537.0,-1464.0
Cash loans,F,Y,Commercial associate,Higher education,0,0.6885952695395403,0.5147465544741232,-35.0,-387.0
Cash loans,M,N,State servant,Higher education,0,0.2547018374223444,0.4365064990977374,-2322.0,-657.0
Cash loans,F,N,Working,Higher education,0,0.510196230088568,0.5691487713619409,-8258.0,-745.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.0063628162975137,0.5147465544741232,-1162.0,-318.0
Cash loans,F,Y,Pensioner,Higher education,0,0.6628160564917858,0.3774042489507649,-769.0,0.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.4297499278101147,0.5136937663039473,-8924.0,-756.0
Revolving loans,F,N,Commercial associate,Secondary / secondary special,0,0.7195426600951673,0.5147465544741232,-2678.0,-318.0
Cash loans,M,N,Commercial associate,Higher education,0,0.5465431022049997,0.5531646987710016,-217.0,-2252.0
Cash loans,M,Y,Working,Higher education,0,0.3191686763424829,0.7180328113294772,-1603.0,-1888.0
Cash loans,F,N,Commercial associate,Higher education,0,0.4789885843493712,0.6006575372857061,-8585.0,-1324.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.7253828837702813,0.6894791426446275,-6407.0,-1075.0
Revolving loans,M,N,State servant,Secondary / secondary special,0,0.1225252652289983,0.3154721549257734,-5603.0,0.0
Cash loans,M,N,Commercial associate,Higher education,0,0.7829898150078177,0.6940926425266661,-4473.0,-1048.0
Cash loans,F,Y,Working,Incomplete higher,0,0.6824859440990589,0.5147465544741232,-2038.0,-285.0
Revolving loans,M,N,Working,Secondary / secondary special,1,0.1475444918198503,0.5147465544741232,-2744.0,-354.0
Cash loans,F,N,Commercial associate,Higher education,0,0.1964630102306188,0.5147465544741232,-973.0,-339.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6417970072242652,0.5147465544741232,-12408.0,0.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,1,0.6518573708262695,0.2405414172860865,-11200.0,-447.0
Cash loans,F,N,Working,Incomplete higher,0,0.5155665698434853,0.5147465544741232,-3673.0,-368.0
Cash loans,F,N,State servant,Higher education,0,0.2979014539258247,0.6313545365850379,-5928.0,-1317.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.6673945461079287,0.4776491548517548,-5325.0,-1779.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.4821818854053063,0.6496203111237195,-4288.0,-2412.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.771978868061163,0.475849908720221,-5586.0,-2347.0
Cash loans,M,Y,Commercial associate,Incomplete higher,0,0.6275048789276079,0.4543210601605785,-1243.0,-2.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7898794599012857,0.5190973382084597,-2624.0,-2684.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.5757111323736014,0.3001077565791181,-6823.0,-1431.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.4642493623054298,0.5147465544741232,-1164.0,-1787.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5149493859920231,0.4014074137749511,-5580.0,-263.0
Cash loans,F,N,Working,Higher education,0,0.6948993308297655,0.4956658291397297,-8471.0,-783.0
Cash loans,F,N,Commercial associate,Higher education,0,0.6367189484226692,0.5147465544741232,-3506.0,-4.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,1,0.6949086032289167,0.8193176922872417,-8502.0,-1875.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7185044594753174,0.5902333386185574,-358.0,-1001.0
Cash loans,M,N,Working,Incomplete higher,1,0.4687719404948954,0.0005272652387098,-1926.0,-1419.0
Revolving loans,F,N,Commercial associate,Higher education,0,0.7009707590065439,0.5147465544741232,-1202.0,0.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.723969262961902,0.6363761710860439,-2770.0,-3274.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.7335216416596809,0.5147465544741232,-9519.0,-1446.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.6724812944942762,0.6075573001388961,-6743.0,-395.0
Cash loans,F,Y,Working,Higher education,0,0.4253237971773737,0.4014074137749511,-2504.0,-492.0
Cash loans,F,N,Pensioner,Higher education,0,0.7455583034768387,0.5147465544741232,-5629.0,-874.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.2967136495814131,0.5028782772082183,-1523.0,-155.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.0869430614783177,0.6512602186973006,-4976.0,-229.0
Cash loans,F,N,Pensioner,Incomplete higher,0,0.1358381374554662,0.5147465544741232,-9523.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.7630006638072685,0.3457848024695955,-5798.0,-1327.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.4060302015375524,0.5147465544741232,-2046.0,-155.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6753405593992771,0.3425288720742255,-8891.0,-2.0
Revolving loans,M,Y,Commercial associate,Secondary / secondary special,0,0.6141063218098461,0.3589512285783967,-5907.0,-238.0
Cash loans,M,Y,State servant,Higher education,0,0.7777428305266688,0.475849908720221,-4647.0,-2536.0
Revolving loans,F,N,Commercial associate,Higher education,0,0.554313544380871,0.5884877883422673,-2154.0,-904.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.2882654256309951,0.5147465544741232,-8518.0,-675.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.7977668482826243,0.7503751495159068,-4458.0,-499.0
Cash loans,F,N,Working,Lower secondary,0,0.7258878998565169,0.3360615207658242,-1337.0,-1892.0
Revolving loans,F,N,Working,Secondary / secondary special,0,0.7073662821666256,0.7151031019926098,-3892.0,-2476.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.2879694046072374,0.7544061731797895,-8330.0,-1500.0
Revolving loans,F,N,Working,Secondary / secondary special,0,0.4080041079097276,0.6075573001388961,-248.0,-211.0
Cash loans,F,N,Working,Higher education,0,0.4132804610849581,0.5147465544741232,-8288.0,-1558.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.5927229397080847,0.6347055309763198,-222.0,-1785.0
Cash loans,M,N,Working,Incomplete higher,0,0.4625691401336213,0.4884551844437485,-4392.0,-4.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.7955742094860829,0.4135967602644276,-4017.0,-1474.0
Cash loans,F,Y,Working,Higher education,0,0.6312183499878207,0.8277026681625442,-208.0,-620.0
Revolving loans,F,N,Commercial associate,Secondary / secondary special,0,0.8098979407621015,0.6832688314232291,-6849.0,-95.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.6136294524786059,0.1325974952361461,-6065.0,-1349.0
